"state_name","county_fips","county_name","val_acc_vacc","val_wearing_mask","votes_gop","votes_dem","total_votes","per_gop","per_dem","population","income"
"Virginia","51085","Hanover County","75.1941414","96.3589473","44318","25307","70967","0.624487438","0.356602364","107766","90824"
"Washington","53029","Island County","80.0977864","96.1700339","22746","29213","53925","0.421808067","0.54173389","85141","72173"
"Washington","53053","Pierce County","73.6414688","92.9705012","197730","249506","464081","0.426067863","0.537634594","904980","78779"
"Colorado","8101","Pueblo County","69.7917085","94.0280887","42252","43772","88299","0.478510515","0.495724753","168424","51075"
"Florida","12109","St. Johns County","69.1088476","88.671937","110946","63850","176622","0.628155043","0.361506494","264672","90839"
"Illinois","17019","Champaign County","78.3108383","91.3810174","35285","57067","95568","0.369213544","0.597135024","209689","53485"
"Indiana","18157","Tippecanoe County","75.6002675","89.234905","34581","35017","71448","0.484002351","0.490104692","195732","51228"
"Kansas","20091","Johnson County","86.1879348","91.9220111","155631","184259","349386","0.445441432","0.52737946","602401","91913"
"Louisiana","22071","Orleans Parish","73.5388664","97.1390725","26664","147854","177819","0.14995023","0.831485949","390144","45092"
"Maryland","24003","Anne Arundel County","77.9633052","97.0811743","127821","172823","309617","0.412835858","0.558183175","579234","100916"
"Massachusetts","25017","Middlesex County","88.653632","95.8247867","226956","617196","863577","0.262809223","0.714697126","1611699","106543"
"Michigan","26139","Ottawa County","69.4842189","93.3629605","100913","64705","168713","0.598134109","0.383521128","291830","69827"
"Mississippi","28059","Jackson County","56.219151","80.1549369","36295","17375","54623","0.664463687","0.318089449","143617","53414"
"North Carolina","37135","Orange County","83.7358534","96.3529708","20176","63594","84997","0.237373084","0.748191113","148476","74314"
"Ohio","39003","Allen County","44.1508346","77.7448622","33116","14149","48006","0.689830438","0.294733992","102351","58271"
"Pennsylvania","42045","Delaware County","77.547227","97.6063253","118532","206423","329006","0.360273065","0.62741409","566747","76783"
"Tennessee","47165","Sumner County","64.3858795","90.7212937","63454","27680","92630","0.685026449","0.298823275","191283","69391"
"Texas","48303","Lubbock County","68.6837774","87.9027645","78861","40017","120771","0.652979606","0.331346101","310569","54733"
"Texas","48355","Nueces County","63.8814491","87.4308967","64617","60925","127314","0.507540412","0.478541244","362294","56079"
"Virginia","51121","Montgomery County","78.6088072","95.9651236","20629","23218","45037","0.458045607","0.515531674","98535","58740"
"Alabama","1101","Montgomery County","68.7761385","95.0773391","33311","64529","99139","0.336002986","0.650894199","226486","52711"
"Alabama","1125","Tuscaloosa County","56.1914074","90.567957","51117","37765","90172","0.56688329","0.418810717","209355","52307"
"Arkansas","5031","Craighead County","61.0964345","82.4044165","25558","11921","38511","0.66365454","0.309547921","110332","47766"
"Arkansas","5143","Washington County","76.6734083","92.0910792","47504","43824","94266","0.503935671","0.464897206","239187","52158"
"Colorado","8001","Adams County","79.8537633","92.978974","95657","134202","236735","0.40406784","0.566887026","517421","75341"
"Delaware","10005","Sussex County","73.5389335","96.1402485","71230","56682","129352","0.550667945","0.438199641","234225","64839"
"Florida","12033","Escambia County","62.717922","79.3432731","96674","70929","170372","0.56742892","0.416318409","318316","52822"
"Florida","12057","Hillsborough County","66.9321732","92.2742504","327398","376367","712063","0.459787968","0.528558569","1471968","61133"
"Georgia","13067","Cobb County","75.6111423","90.0369325","165436","221847","393728","0.420178397","0.563452434","760141","79622"
"Illinois","17089","Kane County","74.9335659","93.7298711","96775","130166","231876","0.417356691","0.561360382","532403","84311"
"Indiana","18081","Johnson County","71.1740654","90.5761291","51219","24736","77618","0.659885594","0.318688964","158167","74427"
"Indiana","18163","Vanderburgh County","63.4997366","94.3508862","41844","34415","77662","0.538796323","0.443138214","181451","51603"
"Indiana","18167","Vigo County","63.5308341","89.5760933","24545","18123","43594","0.563036198","0.415722347","107038","48082"
"Iowa","19193","Woodbury County","70.2573582","91.6258096","25736","18704","45362","0.567347119","0.412327499","103107","58419"
"Mississippi","28047","Harrison County","66.9712059","84.8638037","46822","27728","75865","0.617175246","0.365491333","208080","49619"
"Montana","30063","Missoula County","71.6600839","93.4005362","26347","43357","71986","0.366001723","0.602297669","119600","57279"
"New Hampshire","33017","Strafford County","77.7386553","93.6346349","30489","41721","73729","0.41352792","0.565869604","130633","71486"
"New Jersey","34007","Camden County","73.020875","97.1085751","86207","175065","265599","0.32457577","0.659132753","506471","73168"
"New Jersey","34041","Warren County","67.3192802","91.9779007","34769","24901","61057","0.569451496","0.407832026","105267","83998"
"New York","36069","Ontario County","78.5085295","95.8581807","29039","29025","59674","0.486627342","0.486392734","109777","66754"
"New York","36085","Richmond County","71.5414579","96.3661195","123320","90997","216153","0.570521806","0.42098421","476143","86624"
"New York","36109","Tompkins County","86.0795727","97.6016939","11096","33619","45735","0.242615065","0.735082541","102180","59176"
"North Carolina","37035","Catawba County","66.5551585","90.5014005","56588","25689","83425","0.678309859","0.307929278","159551","53688"
"North Carolina","37063","Durham County","79.6519803","97.2529601","32459","144688","179914","0.180413976","0.804206454","321488","65541"
"North Carolina","37147","Pitt County","66.0694854","90.1587497","38982","47252","87573","0.4451372","0.539572699","180742","52961"
"Ohio","39151","Stark County","59.6333135","91.0520938","111097","75904","189879","0.585093665","0.399749314","370606","55623"
"Oklahoma","40145","Wagoner County","59.9950013","77.8508239","26165","8464","35338","0.740421076","0.239515536","81289","65191"
"South Carolina","45003","Aiken County","65.6744006","85.3398417","51589","32275","85185","0.605611317","0.378881258","170872","56824"
"Texas","48167","Galveston County","71.9873316","91.3031049","93911","58842","155060","0.605642977","0.379478911","342139","73214"
"Alabama","1081","Lee County","63.5527988","88.3840515","42221","27860","71449","0.590924995","0.38992848","164542","54160"
"California","6001","Alameda County","84.0107161","97.0755824","136309","617659","769864","0.177055948","0.80229625","1671329","107589"
"California","6053","Monterey County","78.070615","96.7571163","46299","113953","163883","0.282512524","0.695331425","434061","76509"
"California","6079","San Luis Obispo County","80.1609588","95.2107725","67436","88310","159681","0.422316995","0.553040124","283111","76599"
"California","6081","San Mateo County","86.8628684","98.7184587","75563","291410","374138","0.201965585","0.778883727","766573","135234"
"California","6107","Tulare County","69.5788141","92.5806206","77579","66105","146832","0.52835213","0.450208401","466195","56776"
"Florida","12017","Citrus County","59.8276653","73.8797089","65352","27092","93208","0.701141533","0.290661746","149657","49762"
"Illinois","17043","DuPage County","81.4660992","95.4311828","193611","281222","485064","0.399145267","0.57976267","922921","96354"
"Kansas","20173","Sedgwick County","71.9723597","91.8968408","117653","90820","213552","0.55093373","0.425282835","516042","60014"
"Kentucky","21037","Campbell County","73.2387282","93.8628868","28482","19374","48878","0.58271615","0.396374647","93584","66520"
"Maine","23005","Cumberland County","87.6571773","95.0602742","59584","128759","193765","0.307506516","0.664511135","295003","75254"
"Massachusetts","25001","Barnstable County","87.2932199","94.4115961","55311","91994","150325","0.367942791","0.611967404","212990","82686"
"Michigan","26005","Allegan County","70.3441848","90.0914333","41392","24449","67094","0.616925507","0.364399201","118081","66568"
"Michigan","26115","Monroe County","64.4195383","91.0158632","52710","32975","87148","0.604833157","0.378379309","150500","64341"
"Nebraska","31109","Lancaster County","77.7975349","92.3815743","70092","82293","157215","0.445835321","0.52344242","319090","61383"
"New Jersey","34021","Mercer County","73.4323294","96.3482028","51641","122532","177223","0.291389944","0.6914001","367430","79475"
"New Mexico","35045","San Juan County","74.4130609","84.343557","32874","18083","52294","0.628638085","0.345794929","123958","46201"
"North Carolina","37021","Buncombe County","75.1157795","95.7166189","62412","96515","161569","0.386286973","0.59736088","261191","55448"
"North Carolina","37183","Wake County","74.753559","94.2482814","226197","393336","631830","0.358002944","0.622534543","1111761","84377"
"Ohio","39045","Fairfield County","74.1496803","93.9462029","50797","31224","83311","0.609727407","0.374788443","157574","71782"
"Ohio","39099","Mahoning County","63.756698","90.4248444","59903","57641","118966","0.50353042","0.484516585","228683","48018"
"Oregon","41067","Washington County","87.1875223","95.6721804","99073","209940","320326","0.309288038","0.655394817","601592","85665"
"Pennsylvania","42013","Blair County","61.3627038","89.5032488","45306","17636","63595","0.712414498","0.277317399","121829","51004"
"Pennsylvania","42125","Washington County","69.0090948","91.3728473","72080","45088","118478","0.608382991","0.380560104","206865","65558"
"Tennessee","47065","Hamilton County","68.5341787","91.2857755","92108","75522","171113","0.538287564","0.441357466","367804","57802"
"Tennessee","47149","Rutherford County","66.7927516","84.0249298","81480","59341","143878","0.566313126","0.412439706","332285","69614"
"Texas","48423","Smith County","68.9641486","84.9533716","69080","29615","100075","0.690282288","0.295928054","232751","59538"
"Washington","53061","Snohomish County","82.911549","93.4230275","166428","256728","438796","0.379283312","0.585073702","822083","89119"
"Wisconsin","55087","Outagamie County","66.2332154","86.170562","58385","47667","108022","0.540491752","0.441271223","187885","66994"
"Wisconsin","55139","Winnebago County","68.81005","85.1115029","47796","44060","94032","0.508295048","0.468563893","171907","59643"
"California","6067","Sacramento County","75.5547334","95.9623941","259405","440808","718290","0.361142436","0.613690849","1552058","71891"
"California","6077","San Joaquin County","65.5232733","93.3710204","121098","161137","288443","0.419833381","0.558644169","762148","68458"
"Colorado","8013","Boulder County","86.2453756","97.1863169","42501","159089","206111","0.206204424","0.771860793","326196","88341"
"Florida","12099","Palm Beach County","71.8681499","94.767469","334711","433572","773158","0.4329141","0.560780591","1496770","66621"
"Georgia","13215","Muscogee County","61.1276308","91.1629201","30107","49446","80514","0.373934968","0.61412922","195769","47035"
"Illinois","17201","Winnebago County","71.5431766","95.4150821","60861","64056","127710","0.47655626","0.501573878","282572","59510"
"Indiana","18035","Delaware County","60.8882703","81.6971958","26827","20474","48191","0.556680708","0.424851113","114135","45912"
"Indiana","18039","Elkhart County","51.453744","87.2294919","46972","26108","74387","0.631454421","0.350975305","206341","55782"
"Indiana","18091","LaPorte County","69.0519715","90.0740507","25997","22427","49392","0.526340298","0.454061386","109888","56427"
"Kentucky","21067","Fayette County","79.3790406","95.3435061","58860","90600","152912","0.384927278","0.592497646","323152","58981"
"Kentucky","21093","Hardin County","64.5568598","90.718166","29832","18101","48941","0.609550275","0.369853497","110958","57711"
"Maine","23009","Hancock County","78.3415468","94.8751278","14982","19369","35325","0.424118896","0.548308563","54987","58926"
"Massachusetts","25011","Franklin County","76.6445545","91.0126235","11201","30030","42458","0.263813651","0.707287201","70180","60143"
"Minnesota","27137","St. Louis County","83.9112886","90.7402839","49017","67704","119531","0.41007772","0.566413734","199070","60228"
"Minnesota","27163","Washington County","82.8090388","93.8317173","73764","89165","166786","0.442267337","0.534607221","262440","100857"
"Missouri","29510","St. Louis city","74.4981356","95.3831146","21474","110089","133867","0.160412947","0.82237594","300576","46309"
"New Hampshire","33009","Grafton County","83.8096593","94.9779382","19905","33180","53989","0.368686214","0.614569635","89886","62468"
"New Hampshire","33013","Merrimack County","86.3546875","98.1111026","39711","48533","89887","0.441788023","0.539933472","151391","75800"
"New Jersey","34001","Atlantic County","70.6649153","92.4974082","64438","73808","140441","0.458826126","0.525544535","263670","62678"
"New Jersey","34023","Middlesex County","74.2843477","94.3614361","143467","226250","375692","0.381873982","0.602222033","825062","92770"
"New Jersey","34027","Morris County","80.9934228","97.9052191","141134","153881","300917","0.46901305","0.511373568","491845","116328"
"New York","36029","Erie County","75.5550956","95.0337446","197527","267174","473021","0.417586111","0.564824818","918702","60620"
"North Carolina","37179","Union County","64.7969349","86.1315491","80382","48725","131011","0.613551534","0.371915335","239859","86138"
"Ohio","39095","Lucas County","66.8286872","93.4108367","81763","115411","200623","0.407545496","0.575263056","428348","49924"
"Ohio","39109","Miami County","59.4324396","87.3163251","41371","15663","57972","0.713637618","0.270182157","106987","63524"
"Oklahoma","40101","Muskogee County","55.9561351","88.3283669","16526","8027","25081","0.658905147","0.32004306","67997","43392"
"Oklahoma","40109","Oklahoma County","70.0899886","91.9033693","145050","141724","294740","0.492128656","0.480844134","797434","56272"
"Oregon","41051","Multnomah County","89.1603506","96.2833788","82995","367249","463659","0.179000084","0.792067015","812855","72469"
"Pennsylvania","42017","Bucks County","76.0535343","93.3730824","187367","204712","396234","0.472869567","0.516644205","628270","93587"
"South Carolina","45083","Spartanburg County","56.6030009","80.8620442","93560","52926","148655","0.629376745","0.356032424","319785","55588"
"Washington","53057","Skagit County","78.0507756","93.731664","32762","38252","73423","0.446208954","0.520981164","129205","67551"
"California","6047","Merced County","60.2010779","92.300878","39397","48991","90541","0.435128837","0.541091881","277680","59733"
"California","6055","Napa County","83.8050427","98.722193","20676","49817","72122","0.286680902","0.69073237","137744","90230"
"California","6073","San Diego County","76.181665","95.8837025","600094","964650","1601722","0.374655527","0.60225807","3338330","83576"
"California","6089","Shasta County","60.5958059","91.3981029","60789","30000","92900","0.654348762","0.322927879","180080","61464"
"Indiana","18057","Hamilton County","80.4671125","97.5966131","101587","88390","193999","0.523647029","0.455620905","338011","107710"
"Iowa","19013","Black Hawk County","68.5733675","89.6136508","29640","35647","66593","0.445091826","0.535296503","131228","60010"
"Iowa","19113","Linn County","79.5473334","91.3108019","53364","70874","127458","0.418679094","0.556057682","226706","64783"
"New Jersey","34013","Essex County","74.6681027","95.8394316","75475","266820","345311","0.218571085","0.772694759","798975","64522"
"New Jersey","34031","Passaic County","71.3237873","95.4238502","92009","129097","224330","0.410150225","0.57547809","501826","76039"
"New York","36067","Onondaga County","78.4849162","95.4316228","90619","138894","234735","0.386048097","0.59170554","460528","61597"
"North Carolina","37001","Alamance County","65.5436574","94.4448864","46056","38825","86091","0.534968812","0.450976293","169509","57963"
"Oklahoma","40131","Rogers County","57.0928949","75.3018889","34031","9589","44553","0.763831841","0.215226809","92459","67054"
"Oregon","41033","Josephine County","59.7744633","84.817922","31751","18451","51641","0.614840921","0.357293623","87487","47533"
"Pennsylvania","42073","Lawrence County","63.5311995","90.75589","29597","15978","46076","0.642351767","0.346774894","85512","50979"
"South Carolina","45019","Charleston County","67.8203346","89.5884645","93297","121485","218857","0.426292054","0.555088482","411406","70980"
"Texas","48113","Dallas County","72.128686","96.6090133","307076","598576","921638","0.333185047","0.649469748","2635516","61807"
"Virginia","51153","Prince William County","70.817483","93.7041649","81222","142863","228056","0.356149367","0.626438243","470335","106208"
"Virginia","51179","Stafford County","67.7968972","87.3262952","37636","40245","79625","0.47266562","0.505431711","152882","109090"
"Washington","53035","Kitsap County","88.4768038","91.0019457","61563","90277","158672","0.387989059","0.568953565","271473","79268"
"Wisconsin","55063","La Crosse County","86.5202441","97.1416471","28684","37846","67884","0.42254434","0.55750987","118016","59758"
"California","6029","Kern County","68.3890753","92.4809717","164484","133366","305226","0.538892493","0.436941807","900202","53245"
"California","6071","San Bernardino County","67.8031215","93.7397122","366257","455859","840931","0.435537517","0.542088471","2180085","67398"
"Colorado","8031","Denver County","85.1053272","95.4449829","71618","313293","393827","0.181851422","0.795509196","727211","75456"
"Florida","12111","St. Lucie County","56.4945921","88.7341922","86831","84137","172169","0.504335856","0.48868844","328297","57292"
"Iowa","19061","Dubuque County","69.3545751","89.4978138","27214","25657","53926","0.504654527","0.475781627","97311","62481"
"Kentucky","21111","Jefferson County","73.9763961","96.7332299","150646","228358","386629","0.38963968","0.590638571","766757","59025"
"Louisiana","22017","Caddo Parish","61.4588713","88.0366188","48021","55110","104912","0.457726476","0.525297392","240204","45613"
"Maine","23031","York County","78.7621681","94.2558055","54817","71189","129659","0.422778211","0.549047887","207641","66803"
"Massachusetts","25015","Hampshire County","90.7055896","95.34471","22281","63362","87854","0.25361395","0.721219296","160830","74142"
"Michigan","26161","Washtenaw County","91.0549911","94.0741575","56241","157136","216418","0.259872099","0.726076389","367601","76728"
"Michigan","26163","Wayne County","70.6019293","95.224723","264553","597170","872469","0.303223381","0.684459849","1749343","50753"
"Missouri","29019","Boone County","80.3179983","90.9154609","38646","50064","91168","0.423898736","0.549140049","180463","58029"
"Montana","30049","Lewis and Clark County","78.792292","96.1851407","21409","19743","42485","0.50391903","0.46470519","69432","66075"
"New Jersey","34015","Gloucester County","72.52638","95.5183094","83340","86702","173453","0.480475979","0.499858751","291636","87996"
"New York","36093","Schenectady County","76.0269836","95.7560855","30741","42465","74826","0.410833133","0.567516639","155299","64960"
"North Carolina","37081","Guilford County","68.3087721","94.6138666","107294","173086","284486","0.377150369","0.608416583","537174","55820"
"North Carolina","37155","Robeson County","51.4131857","91.5252595","27806","19020","47188","0.589259981","0.403068577","130625","36366"
"Ohio","39023","Clark County","62.6384492","86.1162013","39032","24076","64212","0.607861459","0.374945493","134083","50832"
"Ohio","39133","Portage County","65.3424639","86.105656","45990","35661","82872","0.554952215","0.43031422","162466","57439"
"Pennsylvania","42089","Monroe County","64.4243482","90.4243738","38726","44060","83829","0.461964237","0.525593768","170271","63012"
"Pennsylvania","42095","Northampton County","77.1014799","94.476652","83854","85087","171399","0.489232726","0.496426467","305285","73780"
"South Carolina","45045","Greenville County","58.9165008","88.987504","150021","103030","258155","0.581127617","0.399101315","523542","64399"
"Tennessee","47179","Washington County","68.4062596","91.6881702","40444","18638","60203","0.671793764","0.309585901","129375","51879"
"Texas","48309","McLennan County","62.3056613","91.267909","59543","36688","97771","0.609004715","0.375244193","256623","51078"
"Virginia","51041","Chesterfield County","76.4045591","95.4711091","93326","106935","203884","0.457740676","0.524489416","352802","81641"
"Virginia","51760","Richmond city","76.3427211","96.9690468","16603","92175","111159","0.149362625","0.829217607","230436","50949"
"Alabama","1051","Elmore County","52.6244408","88.7275336","30164","10367","41030","0.735169388","0.252668779","81209","62310"
"Arkansas","5045","Faulkner County","70.9425063","88.4805213","34421","18347","54428","0.632413464","0.337087528","126007","58482"
"California","6111","Ventura County","77.7649823","96.9664046","162207","251388","422698","0.383742057","0.594722473","846006","91446"
"Connecticut","9001","Fairfield County","81.7790377","97.0998889","169039","297505","472990","0.357383877","0.628987928","943332","96966"
"Florida","12095","Orange County","66.3915742","94.8520971","245398","395014","647403","0.379049834","0.610151637","1393452","63133"
"Georgia","13121","Fulton County","74.1768106","92.317137","137247","380212","523779","0.262032269","0.725901573","1063937","79235"
"Illinois","17115","Macon County","60.0954031","85.9235619","28589","19847","49387","0.578877032","0.401866888","104009","52259"
"Iowa","19155","Pottawattamie County","73.3632605","87.8003452","26247","18575","45744","0.573780168","0.406064183","93206","60322"
"Kansas","20209","Wyandotte County","61.2187524","89.7430583","18512","35566","55107","0.335928285","0.645398951","165429","47292"
"Maryland","24510","Baltimore city","71.2099278","96.8287344","25374","207260","237461","0.106855442","0.87281701","593490","49780"
"Michigan","26081","Kent County","76.295797","94.018641","165741","187915","361048","0.459055306","0.520470962","656955","66560"
"Michigan","26093","Livingston County","69.8495566","92.9090644","76982","48220","127197","0.605218677","0.379096991","191995","87827"
"Michigan","26145","Saginaw County","68.4175413","89.5028582","50785","51088","103349","0.49139324","0.494325054","190539","48471"
"New York","36111","Ulster County","75.837533","96.0781329","37590","57970","97420","0.385855061","0.595052351","177573","64090"
"North Carolina","37025","Cabarrus County","59.9885311","88.8787288","63237","52162","117227","0.539440573","0.44496575","216453","72071"
"North Carolina","37133","Onslow County","49.1685232","86.7995817","46078","24266","72235","0.637890219","0.335931335","197938","50645"
"Ohio","39049","Franklin County","73.7707224","94.1190821","211237","409144","630577","0.334990017","0.648840665","1316756","64648"
"Ohio","39113","Montgomery County","72.992957","93.0422177","129034","135064","268505","0.480564608","0.50302229","531687","54704"
"Ohio","39165","Warren County","74.2133659","93.4479063","87988","46069","136100","0.646495224","0.338493755","234602","91645"
"Oklahoma","40031","Comanche County","61.2673111","86.023301","20905","13747","35631","0.586708204","0.385815722","120749","51184"
"Texas","48245","Jefferson County","68.6926981","92.59544","47570","46073","94739","0.502116341","0.486315034","251565","55173"
"Wisconsin","55079","Milwaukee County","74.5625514","95.0591134","134357","317270","458971","0.292735271","0.691263718","945726","53505"
"Alabama","1089","Madison County","78.0757605","95.7845628","102780","87286","194767","0.527707466","0.448156002","372909","68609"
"Arizona","4019","Pima County","76.955239","93.5791092","207758","304981","520735","0.398970686","0.585674095","1047279","56150"
"California","6085","Santa Clara County","83.5594516","96.6859649","214612","617967","850522","0.252329746","0.726573798","1927852","132444"
"California","6097","Sonoma County","83.236639","97.0201777","61825","199938","268252","0.230473585","0.745336475","494336","87084"
"Florida","12021","Collier County","78.8336192","85.8801266","128950","77621","207818","0.620494856","0.373504701","384902","76415"
"Florida","12069","Lake County","60.269539","86.863018","125859","83505","211314","0.595601806","0.395170221","367118","57660"
"Florida","12081","Manatee County","72.5384212","89.2893238","124987","90166","216958","0.57608846","0.415591958","403253","64151"
"Georgia","13117","Forsyth County","63.8568629","83.7816654","85123","42208","129311","0.658281198","0.32640688","244252","113332"
"Georgia","13245","Richmond County","64.3881562","85.0686595","26780","59119","87009","0.307784252","0.679458447","202518","44810"
"Louisiana","22051","Jefferson Parish","71.9004533","94.1149037","105949","84477","193733","0.546881533","0.436048582","432493","55909"
"Maryland","24027","Howard County","82.783573","98.3881166","48390","129433","183062","0.264336673","0.707044608","325690","121329"
"Nebraska","31153","Sarpy County","78.7582057","91.0637282","51979","41206","96193","0.540361565","0.428367969","187196","84016"
"New Mexico","35049","Santa Fe County","78.7090378","97.590222","18329","62530","82227","0.222907318","0.760455811","150358","61791"
"New York","36063","Niagara County","67.7407847","92.137323","56068","46029","104080","0.538700999","0.442246349","209281","56371"
"North Carolina","37051","Cumberland County","59.0422139","89.8803733","60032","84469","147150","0.407964662","0.574033299","335509","46599"
"Pennsylvania","42021","Cambria County","62.3737018","90.1533324","48085","21730","70574","0.681341571","0.307903761","130192","48798"
"Pennsylvania","42081","Lycoming County","57.0658718","77.1963164","41462","16971","59254","0.699733351","0.286411044","113299","53762"
"Pennsylvania","42133","York County","68.3168476","90.7831857","146733","88114","238471","0.615307522","0.369495662","449058","69101"
"Utah","49057","Weber County","80.2875434","92.1887572","65949","40695","111442","0.591778683","0.365167531","260213","71835"
"Washington","53077","Yakima County","55.9309364","93.3827662","50555","43179","96193","0.525557993","0.448878817","250873","55674"
"Wisconsin","55105","Rock County","69.8536433","86.8780018","37138","46658","85360","0.435074977","0.546602624","163354","61624"
